"id","company_name","crunchbase_description","pitchbook_description","categories","top_node_id"
NULL,"Mico Toy & Co","Mico Toy & Co is a new lifestyle brand for infants & kids developing toys, clothing, media, snack foods and educational products just .","Owner and operator of a lifestyle brand for infants and kids. The company offers toys, clothing, media, snack foods and educational products for children.",NULL,30
NULL,"Natural Polymer International",NULL,"Provider of pet treats and pet related information. The company produces a natural, biodegradable alternative to plastics utilizing vegetable proteins which they utilize in an extensive line of pet toys, without using indigestible materials.",NULL,30
NULL,"Pleying",NULL,"Owner and operator of a toy rental company in the United States. The company offers subscription services for a collection of educational toys and robotic toys for children and families.",NULL,30
NULL,"Prairie Winds Golf Club",NULL,"Operator of recreational club and activities. The company offers recreational activities such as golf, restaurant and swimming on membership basis.",NULL,30
NULL,"Rebel Putter",NULL,"Developer of a multi-sensory real-time feedback high-performance putter for golfers. The company's product delivers real-time visual, audio, and tactile feedback during a putt to shorten the learning time.",NULL,30
NULL,"Rise Robotics","Rise Robotics is advancing the industry with breakthrough mechanical components to one day enable powered consumer ExoSuits.","Developer of spring technology from bending carbon fibers. The company develops a light weight spring using carbon fibers that supercharges human motion with performance enhancing equipment powered by spring technology.",NULL,30
NULL,"Roominate","Award-winning products inspiring open-ended, hands-on play and STEM learning/","Developer of technical toys for girls aged 6 and older. The company is the developer of a technical toy, Roominate, which consists of a stackable, attachable and customizable miniature room with working circuits that children can build themselves. The product is designed to help girls take an early interest in science, technology, engineering and math, known together as STEM.",NULL,30
NULL,"Super Heat Games","Super Heat Games, a division of Ahead of the Game, Inc., designs, develops and markets collectible action sports trading card games.","Developer of action sports trading card games. The card games showcase professional athletes in action sports including Skateboarding, Snowboarding, Motocross, Surfing and BMX.",NULL,30
"","Axoni","Axoni is a provider of distributed-ledger technology for financial institutions and capital markets service providers.","Developer of distributed ledger software designed to integrate traditional financial technologies with blockchain currencies and transactions. The company's software offers real-time market info, deep research of trends and an extra-premium communication network and analysis platform, enabling investment funds, exchange operators and professional traders to re-platform their systems underpinning legal records, lifecycle events and cash flow calculations.","Technology > Blockchain, Financial Services > ",31
"","trint ","Trint reinvents transcription extending automated-speech-to text so that users can trust the output. Recorded content becomes searchable.","Developer of an automated transcription platform designed to convert audio or video files into text. The company's AI generated transcription platform combines audio to the text, making it easy to search and polish transcripts, enabling users to search and share audio/video through mobile.","Technology AI, Entertainment: News",31
"","MakerBot","MakerBot Industries creates open source 3D printers.",NULL,"Technology: 3D Printing",31
"","MindMeld","MindMeld is an advanced AI platform powering a new generation of intelligent conversational interfaces.","Developer of a cloud-based unique AI platform designed to build intelligent intelligent and human-like conversational interfaces for any application or device. The company's cloud-based unique AI platform uses machine learning to interact with voice and chat assistants in a more natural way, enabling users to find and navigate information in a range of applications.","Technology: AI: Natural Language Processing",31
"","petuum ","Petuum, Inc. is building a platform that serves the full spectrum of Artificial Intelligence","Developer of a machine learning (ML) infrastructure platform designed to make even the most advanced AI technology accessible and affordable by everyone who needs it. The company's machine learning (ML) infrastructure platform is a flexible operating system and virtualization interface that makes it easy for a broad range of users to build any type of machine learning or deep learning application at scale, deploy many applications on a wide range of enterprise hardware and manage applications and hardware from a single terminal, enabling enterprises to drive higher productivity, better service, lower costs and faster delivery.","Technology > AI, Enterprise Tech > Business Intelligence",31
"","DigitalOcean","DigitalOcean is an IaaS company that delivers a seamless way for developers and businesses to deploy and scale any application in the cloud.","Developer of a cloud hosting and app management platform intended to simplify cloud computing. The company's platform features add-on storage, security and monitoring capabilities tuned to host and scale applications like blogs, web applications, testing environments, in-memory caching and databases, enabling developers to deploy, manage and scale applications of any size efficiently and quickly.","Technology > Cloud > Cloud Computing",31
"","Livepeer","Livepeer is a platform for decentralized video live streaming and broadcast on the internet.","Developer of a crypto-token protocol designed to be used for peer-to-peer live video broadcasting services. The company's crypto-token protocol uses smart contracts and the ethereum blockchain that helps to send a live video stream through the platform which uses the nodes on the network that takes care of transcoding it into the different bitrates and formats so that it can be playable on the majority of devices, enabling the clients to earn tokens for contributing their computing power in exchange for hosting and distributing videos.","Technology: Blockchain Entertainment: Film and TV : Streaming",31
"","Bright Machines","Bright Machines brings together flexible factory robots with intelligent software, production data and machine learning.","Developers of an intelligent manufacturing software platform designed to automate manufacturing operations and robotics. The company's platform leverages artificial intelligence, machine learning and production data to develop robots that are sensor rich, have computer vision and are highly adaptable, enabling clients to innovate faster and meet the growing demands.","Techology: Robotics, Logistics: Supply Chain : Manufacturing ",31
"","Bus.com","Bus.com is a platform through which an user can plan a bus trip from and to a specific place, and pay for it.","Bus.com is a bus rental platform that allows its clients to plan and book group transportation online. Its web app makes it easy to organize, book, join and enjoy bus trips. T

The company was founded by travel industry veterans and built with startup hustle. Its headquarters is located at Montreal, Quebec.","Transportation: Self-drive Rentals",32
"","RideOn","RideOn is a charity which aims to encourage future car drivers to consider cycling as a relevant alternative to driving by removing some of the perceived obstacles to riding. They are seeking to establish sustainable bicycle training and maintenance courses as well as considering questions around defining a value for social impact.","","Transportation > Cars. > Ride Hailing",32
"","Gett","Gett is an on-demand transportation and delivery company that offers a ride hailing app.","Operator of an online on-demand car booking platform designed to offer peer-to-peer ridesharing.ervices. The company's platform helps users to order a taxi or courier either through the company's website or by using the company's GPS-based smartphone application, enabling customers to instantly book-on-demand transportation, as well as to receive deliveries of products.","Transportation > Cars. > Ride Hailing",32
"","lyft","Lyft designs, markets, and operates a mobile application that matches drivers with passengers who request rides.",NULL,"Transportation: Cars: Ride Hailing ",32
"","Lime","Lime helps people move around their cities in an affordable and convenient way while eliminating their carbon footprint.","Developer of a bike sharing platform designed to change the way people travel within blocks. The company's platform helps to locate a bike and use it by scanning its QR code with smartphones to unlock the bike, enabling users to access faster, smarter and affordable ways to get around.","Transportation: Self-drive Rentals",32
"","Bellhop","Bellhop combines the major ride sharing apps into one, giving you the freedom to find the best ride at the best price.","Bellhop combines the major ride sharing apps into one, giving you the freedom to find the best ride at the best price.Bellhop is the world's leading ride share aggregator.
","Transportation > Cars. > Ride Hailing",32
NULL,"Ants","Simple and fast ridesharing service for iPhone. Follow favorite drivers and passengers. Read, give and receive feedback. Search and offer",NULL,NULL,32
NULL,"Autostopul.ro","Ridesharing and Carpooling service",NULL,NULL,32
NULL,"Aventones","Aventones is a ride-sharing platform promoting carpooling and ridesharing in LATAM.","Provider of a social platform for sharing transportation. The company's platform enables users to organize rides and communicate to find routes, schedules and empty seats, to make the most of transportation resources and reduce environmental impacts. The platform currently is offered in the Latin American countries of Mexico, Chile, Peru and Colombia.",NULL,32
NULL,"Backseat","Backseat is Sydney's first ridesharing-only mobile application!",NULL,NULL,32
NULL,"BaHamSafar","BaHamSafar is the a ridesharing platform connecting drivers with empty seats and passengers to share travel costs for free",NULL,NULL,32
NULL,"BeepCar","BeepCar offers a ridesharing service for quickly finding fellow travelers on long journeys by car.",NULL,NULL,32
NULL,"Bikxi","Bikxi is a ridesharing services that uses tandem bikes, providing a comfortable and quick ride.",NULL,NULL,32
NULL,"Buckle Up","Australia's Favourite Long-Distance Ridesharing App",NULL,NULL,32
NULL,"ClearRide","SAFE Ridesharing for urban transport",NULL,NULL,32
NULL,"Commuterz","Commuterz build a real time ridesharing mobile app for daily Commuterz.",NULL,NULL,32
NULL,"Coride","Coride is a city-to-city ridesharing community. Coride makes traveling together fun and easy.",NULL,NULL,32
NULL,"Daily Ride","Ridesharing for the daily commute.","Provider of a carpooling application for the commuters. The comapny offers an application whcih seeks to end traffic jams by matching drivers with passengers, enabling additional revenue for drivers while passengers travel with the convenience of a driven car at the cost of public transport.",NULL,32
NULL,"Djump","Djump operates an online and mobile community intermediation platform for peer-to-peer ridesharing and carpooling.","Developer of an online ride sharing application. The company offers a mobile application that allows users who are looking for a shared ride to contact with users who are ready to offer a shared ride.",NULL,32
NULL,"Escape Carpool","Escape Carpool provides services for coordinating ridesharing during emergencies that helps riders find a car and dictate a time to leave.",NULL,NULL,32
NULL,"fromAtoB","Combine flight, train, intercity bus and ridesharing to your perfect trip from A to B – with one booking, one payment, within 30 seconds.","Developer of an online multimodal journey planner designed to offer a better way of traveling. The company's journey planner provides a search engine collaborated with different travel partners, enabling users to plan their trip, compare deals and book trips securely.",NULL,32
NULL,"GetMobility.de","Magazine about innovative mobility topics, like ridesharing, carsharing, same day delivery or changes in the taxi industry",NULL,NULL,32
NULL,"GoCatch","Australia's leading home grown, smartphone based ridesharing and taxi booking platform. 350k+ registered driver. 1.5M+ completed bookings","Developer of an online taxi booking platform designed to help people to experience comfortable daily commutation. The company's platform helps users to see and book taxi locations based on a live updating map, as well as provide a reliable and affordable option for daily travelling, enabling clients to reach their desired location in fast and comfortable vehicles.",NULL,32
NULL,"Green Monkeys","Green Monkeys is a company that offers a dynamic ridesharing solution to commuting.",NULL,NULL,32
NULL,"Gugas LLC","Gugas is a passenger to passenger ridesharing platform operating on top of the existing taxi services.",NULL,NULL,32
NULL,"Hopinside","Hopinside Brings You a New Way to Enjoy a Fun Commute Using our Ridesharing App!",NULL,NULL,32
NULL,"Hupp","Hupp is a mobile app that reinvents urban mobility through ridesharing.",NULL,NULL,32
NULL,"Jizdomat","Biggest ridesharing platform in Czech Republic and Slovakia","Operator of a car-pooling platform. The company operates a ride-sharing portal which connects drivers to passengers seeking a ride. It provides a mobile application for end users and companies.",NULL,32
NULL,"Kangaride","Long-distance ridesharing platform",NULL,NULL,32
NULL,"Kapten","Kapten is one of the leading ridesharing players in France.",NULL,NULL,32
NULL,"KyytiNet","Kyyti.net is a next generation GPS-based ridesharing service where 3rd party operators form the station network.",NULL,NULL,32
NULL,"Lift Hero","Lift Hero offers ridesharing solutions and services for senior citizens and their families.","Provider of ride sharing and transportation services. The company offers ride sharing services for seniors and their families by connecting them with drivers for transportation and accompaniment.",NULL,32
NULL,"NuRide","Ridesharing and green travel programs",NULL,NULL,32
NULL,"OpenRide","Long-distace ridesharing company that connects drivers and passengers traveling between cities, states, and beyond.",NULL,NULL,32
NULL,"PenguinUp","Ridesharing with the greatest focus on the traveller",NULL,NULL,32
NULL,"PINCHE","Pinche is a ridesharing community to connenct drivers and passengers.",NULL,NULL,32
NULL,"Pistats.io","Pistats.io use ridesharing services every day, but we have always regret that we don't know how much we spent for them.",NULL,NULL,32
NULL,"Qudos Technologies, Inc.","Qudos is a new ridesharing service that addresses current needs of riders and drivers.",NULL,NULL,32
NULL,"Raba Rides","Ridesharing technology company",NULL,NULL,32
NULL,"Rdvouz","Ridesharing from Anywhere to Everywhere","Provider of a ridesharing platform. The company's platform uses geolocation to match drivers to passengers along their route and alert them of matching trips when they are posted.",NULL,32
NULL,"Ridegreen","To provide a platform that enables ridesharing and the efficient use of transportation vehicles.",NULL,NULL,32
NULL,"RidePost","The trusted ridesharing community","Developer of an online and mobile marketplace that helps in bringing socialized ridesharing and carpooling to common people. The company's platform provides an online community for travelers to meet and share about their rides and connects them to improve transportation and sustainability.",NULL,32
NULL,"RiderAds","RiderAds brings local advertising to ridesharing passengers via tablet screens placed in the back of Uber and Lyft vehicles.",NULL,NULL,32
NULL,"Scooterino","Scooterino is a mobile application that provides its users with on-demand scooter ridesharing services in Rome, Italy.","Developer of a scooter ridesharing application. The company develops an application which enables users in Rome to book and share scooter rides on demand.",NULL,32
NULL,"Seeets","Ridesharing service that helped drivers turn their empty seeets into cash and good company. Sold to poparide.com as maritimerideshare.com.","Developer of a web platform for renting purposes. The company allows car owners to rent out their vacant seats in their cars to earn money.",NULL,32
NULL,"Superdojazd","Ridesharing service that enables employees to commute to their workplace together","Provider of carpooling services. The company provides a local car sharing service for connecting drivers with passengers seeking a ride.",NULL,32
NULL,"Tag Along","Tag Along is a free city-to-city ridesharing platform to help match driver and passenger who share the same destination.",NULL,NULL,32
NULL,"Texxi Global","Largescale Dynamic Real-Time Ridesharing + Computational-CryptoCurrency + Predicitive Analytics (AI)",NULL,NULL,32
NULL,"Tiantian Yongche","Tiantian Yongche is a carpool and ridesharing app",NULL,NULL,32
NULL,"Tip Whip","Tip Whip is a fully insured, tip based ridesharing app exclusively focused on college students.",NULL,NULL,32
NULL,"toEverywhere","ToEverywhere is a ridesharing aggregator that takes people from anywhere to everywhere",NULL,NULL,32
NULL,"Toogethr","Toogethr is an innovative mobile ridesharing service in development. It lets you make full use of social networks and split travel costs.",NULL,NULL,32
NULL,"Tryp","On-Demand Ridesharing Car Provider",NULL,NULL,32
NULL,"UFT","UFT develops and commercialises on-demand ridesharing technology for transit operators and authorities.",NULL,NULL,32
NULL,"UniLift","Ridesharing for Students - We got you...",NULL,NULL,32
NULL,"Vendy","Ridesharing in-car tech-enabled advertising & commerce platform",NULL,NULL,32
NULL,"Volt","Volt is an on-demand inner-city peer-to-peer ridesharing app that connects casual drivers with passengers going in the same direction.","Provider of a mobile based on-demand urban ride-sharing application designed to fill up empty seats in traffic. The company's mobile based on-demand urban ride-sharing application connects any car owner driving in the city with passengers going in the same direction at the same time, providing affordable ride while enabling our car owners to offset their own expenses of owning a car.",NULL,32
NULL,"Voltas","Voltas Inc is a peer-to-peer ridesharing and transport company.",NULL,NULL,32
NULL,"Vugo","B2B SaaS infotainment Software for Ridesharing and Autonomous Cars.","Developer of an online platform for rideshare advertising. The company develops platform that connects advertisers to rideshare drivers and helps display relevant and targeted advertisements to passengers of various ridesharing platforms.",NULL,32
NULL,"Wanderlift","We help people monetize the empty seats in their vehicles, for outdoor recreation and long distance ridesharing.",NULL,NULL,32
NULL,"Warp Ridesharing","Warp Ridesharing is a Provider of a ride sharing application.","Provider of a ride sharing application. The company provides an application which helps users to book and schedule a ride.",NULL,32
NULL,"Winwinride","Real-time ridesharing & carpooling",NULL,NULL,32
NULL,"YayYo","YayYo is a single-sign-on metasearch app for smartphones that provides price comparison and booking of ridesharing and taxi services.","Provider of a ride share cost comparison application. The company develops a mobile application that enables its users to compare the prices of ride share applications and book the cheapest fare.",NULL,32
"","Redeam","Electronic Ticketing Platform connecting Tourist Attractions to Resellers","Provider of a Saas based ticket validation platform created to eliminate paper vouchers for tours and attractions. The company develops a mobile ticketing platform to validate paper tickets and vouchers that help customers avoid queues for booking transport, events and travel destinations, enabling attractions to accept paper vouchers and mobile tickets from any reseller and to resellers of attraction tickets to offer mobile electronic ticketing to travelers on their mobile device.","Travel > Tours and Activities, IT : Saas",33
"","travelperk","TravelPerk is revolutionizing the way that organizations budget, book and manage their business travel.","Developer of an automated business travel management platform designed to book and manage business travel. The company's platform features a large bookable travel inventory, reporting, dashboards, expense integrations, automated policies, approvals and flexible payments all in one place, enabling organizations to plan, book and manage business trips at one place in an easy manner.","Travel > Trip Planning",33
"","oyo ","OYO is a hotel network that offers standardized and hassle-free stay experiences.",NULL,"Travel: Accomodation ",33
"","AirBnB","Airbnb is an online community marketplace for people to list, discover, and book accommodations around the world.","Operator of an online property rental marketplace designed to offer short-term travel stays. The company's marketplace helps users to list, discover and book short term accommodations around the world, enabling consumers to book unique travel experiences in more than 65,000 cities and 191 countries.","Travel: Accomodation ",33
"","Klook ","Klook is a destination travel services booking platform.","Developer of a travel tours and activities booking platform designed to connect travelers with the experiences they want and need. The company's platform offers a mobile application that helps travelers to get a curated selection of activities and attractions in Asia, which can be booked seamlessly through paperless ticketing, enabling users to conveniently book in-destination services at reasonable and affordable prices.","Travel: Tours and Activities ",33
"","TripActions","TripActions is a corporate travel management company.","Developer of an end-to-end travel management platform designed to offer complete corporate travel planning and support. The company's travel platform includes a dashboard for travel management reports, savings information, itinerary details and rewards programs, providing businesses and corporate travel with cost savings, round -the-clock support and an improved travel experience.","Travel: Trip planning",33
"","hipmunk","Hipmunk is an online travel company providing users with hotel deals and flights results via a website and an app.","Provider of an online travel-booking platform. The company offers a comprehensive travel search platform, from commercial flights, trains and charter flights to hotels and vacation rentals through Airbnb facilities.","Travel: Trip Planning",33
NULL,"99roomz LLP","99roomz is a home stay and experience discovery platform for holiday homes / vacation rentals all across India and discover experiences.",NULL,NULL,33
"","Invision",NULL,NULL,"Arts: Computer Arts: UI/UX Design",4
"","Novartis ","Novartis is a healthcare company that provides solutions to address the evolving needs of patients worldwide.",NULL,"BioTech",6
"","Grail ","Grail develops a blood-sampling device that helps reveal cancers at their early stages.","Provider of a video sharing application software. The company provides an online platform that analyzes, organizes, surfaces and recommends a variety of articles and videos monthly.","BioTech, IT > Hardware > Devices",6
NULL,".decimal, Inc.",".decimal is a medical devices company providing radiation therapy devices.",NULL,NULL,6
NULL,"180 Medical","180 Medical is a medical devices company that offers urinary catheters, catheter supplies, and ostomy products.",NULL,NULL,6
NULL,"1867 Capital Partners","Early stage angel investments with focus on financial technology and medical devices",NULL,NULL,6
NULL,"1st VanTron Engineering","1st VanTron Engineering provides SolidWorks CNC design and high quality rapid prototyping of mechanical and medical devices.",NULL,NULL,6
NULL,"2C Tech","2C Tech is developing a novel, breakthrough nanotechnology based medical device.",NULL,NULL,6
NULL,"2PS – Projection Plasma Système","2PS – Projection Plasma Système is a plasma coating specialist for medical devices and orthopaedic implants.",NULL,NULL,6
NULL,"3 Territory Solutions","3 Territory Solutions is an intelligence-led cybersecurity firm with concentration in FRCS and Medical Devices.",NULL,NULL,6
NULL,"3B Medical, Inc.","3B Medical, Inc. is a producer of medical devices for those who suffer from sleep disordered breathing. They are based in Winter Haven, FL.",NULL,NULL,6
NULL,"3Dintegrated","Healthcare, Medical Devices, 3D sensors, Augmented Reality",NULL,NULL,6
NULL,"3Ti","3Ti develops stage medical device.",NULL,NULL,6
NULL,"4C Medical Technologies","A medical device company developing minimally invasive therapies for structural heart disease.","Operator of a medical device company intended to develop a novel minimally invasive system for the treatment of mitral regurgitation. The company's transcatheter MR therapy directly addresses mitral regurgitation without replacing the native mitral valve to preserve the native mitral annulus and left ventricle, enabling patients to avail a system for minimal disruption to critical cardiac structures while treating mitral regurgitation.",NULL,6
NULL,"4Pharma","4Pharma is a providing medical research services to pharmaceutical, biotechnology, medical device and food companies.",NULL,NULL,6
NULL,"4x Ventures LLC","Investments in Technology, Medical Devices & Real Estate",NULL,NULL,6
NULL,"6S Medical","6S Medical is developing the Troclosure, a medical device that assists with laparoscopic surgery.","Developer of a laparoscopic device. The company develops a twoinone surgical device, that is used to treat intra-abdominal defects caused during laparoscopic procedures.",NULL,6
NULL,"AADCO Medical Inc.","AADCO Medical is a medical devices company offering examination and procedure lighting solutions.",NULL,NULL,6
NULL,"Abanza Tecnomed","Abanza Tecnomed provides research and development of instruments and medical devices specialized in biomedical innovation.","Developer of innovative medical instruments designed to facilitate development and research in the field of sports medicine. The company's instruments include cutting-edge surgical tools, enabling surgeons to access instruments that are of utmost reliability while ensuring that patients receive the best possible care.",NULL,6
NULL,"AbbeyMoor Medical","AbbeyMoor Medical Improving patient quality of life and enhancing healthcare delivery through the development of innovative medical devices.","Developer of proprietary urological stenting devices. The company also provides The Surveyor to assess the length of the urethra from the bladder neck to the bottom side of the external sphincter to select the appropriate spanner size.",NULL,6
NULL,"Abbott Healthcare","Abbott Healthcare Private Limited develops nutritional products, laboratory diagnostics, medical devices, and pharmaceutical therapies.",NULL,NULL,6
NULL,"ABC Health Care","ABC Health Care is a medical devices company specializing in respiratory, rehab, and medical equipment services.",NULL,NULL,6
NULL,"Aberdeen Technologies, Inc.","Aberdeen has become prevalent in the Medical Device Manufacturing in New York, specializes in Molding Systems and Moldmaking in Illinois.",NULL,NULL,6
NULL,"Abich","Abich provides research and analysis services on manufacturers of cosmetics, medical devices and other consumer products.",NULL,NULL,6
NULL,"Abilitech Medical","Abilitech Medical is a medical device company.","Developer a suite of powered orthotic devices intended to support and assist the arms in functional tasks required for independence in daily lives. The company's devices support and assist the shoulder and elbow with a combination of springs and motors and a proprietary algorithm, enabling patients with neuromuscular conditions such as spinal injury and Duchenne muscular dystrophy to move their limbs with ease and improved functions, as well as the potential to restore independence to muscular dystrophy, brachial plexus, multiple sclerosis and amyotrophic lateral sclerosis patients.",NULL,6
NULL,"Ability Dynamics","Ability Dynamics is a medical device company that develops and manufactures prosthetic limbs.","Developer of a prosthetic device designed for aerospace applications. The company's device is a unique glass composite feet delivers the realistic and responsive foot and ankle motion available, enabling active amputee patients to get the opportunity to live the life they love without being held back by fear and limitation.",NULL,6
NULL,"Ability Matters Group","Medical devices and services business",NULL,NULL,6
NULL,"Ablative Solutions","Ablative Solutions is a medical device firm that offers an alternative to surgical renal denervation for treating hypertension.","Developer of medical tools designed to address the significant unmet clinical need of systemic hypertension. The company's medical tools include biomedical device Peregrine System Infusion Catheter which is a new catheter-based approach for percutaneous delivery of diagnostic and therapeutic agents into the area surrounding the peripheral blood vessels, enabling doctors to easily treat hypertension.",NULL,6
NULL,"Ablatrics, Inc","Ablatrics, Inc a medical device company focused on minimally invasive treatments for atrial fibrillation",NULL,NULL,6
NULL,"Ablatus Therapeutics","Ablatus Therapeutics is a a UK-based medical device.","Developer of medical devices designed to use ablation technology for the treatment of solid tumors. The company's medical devices help to use novel tissue ablation technology that destroys tissue, such as a tumor and offers the potential to address some of the problems of the most commonly-used ablation system, enabling patients to limit the size of tumors that can be effectively treated with RFA.",NULL,6
NULL,"Able Innovations Inc.","Medical Device Manufacturer",NULL,NULL,6
NULL,"Abnovo","AbNovo Ltd provides a comprehensive range of services for the medical device industry.",NULL,NULL,6
NULL,"ABT Medical","Medical Devices, Angioplasty balloon development",NULL,NULL,6
NULL,".decimal, Inc.",".decimal is a medical devices company providing radiation therapy devices.",NULL,NULL,6
NULL,"180 Medical","180 Medical is a medical devices company that offers urinary catheters, catheter supplies, and ostomy products.",NULL,NULL,6
NULL,"1867 Capital Partners","Early stage angel investments with focus on financial technology and medical devices",NULL,NULL,6
NULL,"1st VanTron Engineering","1st VanTron Engineering provides SolidWorks CNC design and high quality rapid prototyping of mechanical and medical devices.",NULL,NULL,6
NULL,"2C Tech","2C Tech is developing a novel, breakthrough nanotechnology based medical device.",NULL,NULL,6
NULL,"2PS – Projection Plasma Système","2PS – Projection Plasma Système is a plasma coating specialist for medical devices and orthopaedic implants.",NULL,NULL,6
NULL,"3 Territory Solutions","3 Territory Solutions is an intelligence-led cybersecurity firm with concentration in FRCS and Medical Devices.",NULL,NULL,6
NULL,"3B Medical, Inc.","3B Medical, Inc. is a producer of medical devices for those who suffer from sleep disordered breathing. They are based in Winter Haven, FL.",NULL,NULL,6
NULL,"3Dintegrated","Healthcare, Medical Devices, 3D sensors, Augmented Reality",NULL,NULL,6
NULL,"3Ti","3Ti develops stage medical device.",NULL,NULL,6
NULL,"4C Medical Technologies","A medical device company developing minimally invasive therapies for structural heart disease.","Operator of a medical device company intended to develop a novel minimally invasive system for the treatment of mitral regurgitation. The company's transcatheter MR therapy directly addresses mitral regurgitation without replacing the native mitral valve to preserve the native mitral annulus and left ventricle, enabling patients to avail a system for minimal disruption to critical cardiac structures while treating mitral regurgitation.",NULL,6
NULL,"4Pharma","4Pharma is a providing medical research services to pharmaceutical, biotechnology, medical device and food companies.",NULL,NULL,6
NULL,"4x Ventures LLC","Investments in Technology, Medical Devices & Real Estate",NULL,NULL,6
NULL,"6S Medical","6S Medical is developing the Troclosure, a medical device that assists with laparoscopic surgery.","Developer of a laparoscopic device. The company develops a twoinone surgical device, that is used to treat intra-abdominal defects caused during laparoscopic procedures.",NULL,6
NULL,"AADCO Medical Inc.","AADCO Medical is a medical devices company offering examination and procedure lighting solutions.",NULL,NULL,6
NULL,"Abanza Tecnomed","Abanza Tecnomed provides research and development of instruments and medical devices specialized in biomedical innovation.","Developer of innovative medical instruments designed to facilitate development and research in the field of sports medicine. The company's instruments include cutting-edge surgical tools, enabling surgeons to access instruments that are of utmost reliability while ensuring that patients receive the best possible care.",NULL,6
NULL,"AbbeyMoor Medical","AbbeyMoor Medical Improving patient quality of life and enhancing healthcare delivery through the development of innovative medical devices.","Developer of proprietary urological stenting devices. The company also provides The Surveyor to assess the length of the urethra from the bladder neck to the bottom side of the external sphincter to select the appropriate spanner size.",NULL,6
NULL,"Abbott Healthcare","Abbott Healthcare Private Limited develops nutritional products, laboratory diagnostics, medical devices, and pharmaceutical therapies.",NULL,NULL,6
NULL,"ABC Health Care","ABC Health Care is a medical devices company specializing in respiratory, rehab, and medical equipment services.",NULL,NULL,6
NULL,"Aberdeen Technologies, Inc.","Aberdeen has become prevalent in the Medical Device Manufacturing in New York, specializes in Molding Systems and Moldmaking in Illinois.",NULL,NULL,6
NULL,"Abich","Abich provides research and analysis services on manufacturers of cosmetics, medical devices and other consumer products.",NULL,NULL,6
NULL,"Abilitech Medical","Abilitech Medical is a medical device company.","Developer a suite of powered orthotic devices intended to support and assist the arms in functional tasks required for independence in daily lives. The company's devices support and assist the shoulder and elbow with a combination of springs and motors and a proprietary algorithm, enabling patients with neuromuscular conditions such as spinal injury and Duchenne muscular dystrophy to move their limbs with ease and improved functions, as well as the potential to restore independence to muscular dystrophy, brachial plexus, multiple sclerosis and amyotrophic lateral sclerosis patients.",NULL,6
NULL,"Ability Dynamics","Ability Dynamics is a medical device company that develops and manufactures prosthetic limbs.","Developer of a prosthetic device designed for aerospace applications. The company's device is a unique glass composite feet delivers the realistic and responsive foot and ankle motion available, enabling active amputee patients to get the opportunity to live the life they love without being held back by fear and limitation.",NULL,6
NULL,"Ability Matters Group","Medical devices and services business",NULL,NULL,6
NULL,"Ablative Solutions","Ablative Solutions is a medical device firm that offers an alternative to surgical renal denervation for treating hypertension.","Developer of medical tools designed to address the significant unmet clinical need of systemic hypertension. The company's medical tools include biomedical device Peregrine System Infusion Catheter which is a new catheter-based approach for percutaneous delivery of diagnostic and therapeutic agents into the area surrounding the peripheral blood vessels, enabling doctors to easily treat hypertension.",NULL,6
NULL,"Ablatrics, Inc","Ablatrics, Inc a medical device company focused on minimally invasive treatments for atrial fibrillation",NULL,NULL,6
NULL,"Ablatus Therapeutics","Ablatus Therapeutics is a a UK-based medical device.","Developer of medical devices designed to use ablation technology for the treatment of solid tumors. The company's medical devices help to use novel tissue ablation technology that destroys tissue, such as a tumor and offers the potential to address some of the problems of the most commonly-used ablation system, enabling patients to limit the size of tumors that can be effectively treated with RFA.",NULL,6
NULL,"Able Innovations Inc.","Medical Device Manufacturer",NULL,NULL,6
NULL,"Abnovo","AbNovo Ltd provides a comprehensive range of services for the medical device industry.",NULL,NULL,6
NULL,"ABT Medical","Medical Devices, Angioplasty balloon development",NULL,NULL,6
"","slack","Slack is an enterprise software platform that allows teams and businesses of all sizes to communicate effectively.","Provider of an online workplace communications platform designed to help people communicate better within the organization. The company's platform offers a suite of business tools for sharing messages, tools and files all in a single place, enabling teams to improve communication and help companies get around email overload.","Communication > Team",7
"","Front ","Front is an online investment advisor which manages customized portfolios for each client using algorithms.","Developer of a multi-channel inbox designed to centralize communication channels into one place. The company's multi-channel inbox is an e-mail application that facilitates internal discussion along with writing comments in each message as well as adding collaboration and social features, enabling users to chat easily and save time.","Communication > Team",7
"","chatous","Chatous builds consumer products. Our flagship product is Kiwi, a social q&a app that lets you ask interesting questions to your friends.","Provider of an online messaging platform. The company's digital platform offers mobile social engagement services and connects users with shared interests.","Communication: messaging",7
"","bumble","Bumble is a app to bring dating, friend-finding, and career-building into a single social networking platform.","Developer of a location-based dating application intended to find local people and friends online. The company's platform features female-first contact option so that females can approach males first, enabling females to find local people for dating and friendship in a hassle-free and safe manner.","Communication: Social Network: Dating",7
"","Pulsara","Pulsara aims to unite and empower people to better health through innovative communication.",NULL,"Communication: Team, Health: Hospitals ",7
NULL,"125Krktr.Com","125Krktr.Com is an online messaging platform that enables its users to send SMS via the web.",NULL,NULL,7
NULL,"160 world","160 world is an interactive platform providing SMS messaging services and mobile instant messaging (MIM).",NULL,NULL,7
NULL,"160by2","160by2 is a free messaging site that enables users to send unlimited instant SMS, and to read and share the latest news in one place.",NULL,NULL,7
NULL,"1ine Messenger","1ine Messenger is an upcoming messaging platform for iOS.",NULL,NULL,7
